"","State_name","Year","Deaths","Population","Crude.Rate","Age_Adjusted_Rate","State"
"520","Nevada",2005,5094,2432143,209.4,246.7,"NV"
"521","Nevada",2006,5013,2522658,198.7,233.7,"NV"
"522","Nevada",2007,4591,2601072,176.5,205.6,"NV"
"523","Nevada",2008,4646,2653630,175.1,202,"NV"
"524","Nevada",2009,4687,2684665,174.6,194.7,"NV"
"525","Nevada",2010,4811,2700551,178.1,197.3,"NV"
"526","Nevada",2011,5043,2723322,185.2,196.3,"NV"
"527","Nevada",2012,5166,2758931,187.2,192.5,"NV"
"528","Nevada",2013,5434,2790136,194.8,195.1,"NV"
"529","Nevada",2014,5761,2839099,202.9,197.2,"NV"
"530","Nevada",2015,6114,2890845,211.5,200.9,"NV"
"531","Nevada",2016,6457,2940058,219.6,205.9,"NV"
"532","Nevada",2017,6417,2998039,214,199.3,"NV"
"533","New Hampshire",1999,2751,1222014,225.1,236.2,"NH"
"534","New Hampshire",2000,2811,1235786,227.5,237.3,"NH"
"535","New Hampshire",2001,2835,1255517,225.8,234.6,"NH"
"536","New Hampshire",2002,2776,1269089,218.7,224.9,"NH"
"537","New Hampshire",2003,2725,1279840,212.9,216.7,"NH"
"538","New Hampshire",2004,2639,1290121,204.6,203.4,"NH"
"539","New Hampshire",2005,2530,1298492,194.8,189.8,"NH"
"540","New Hampshire",2006,2501,1308389,191.2,181.1,"NH"
"541","New Hampshire",2007,2511,1312540,191.3,176.9,"NH"
"542","New Hampshire",2008,2409,1315906,183.1,166,"NH"
"543","New Hampshire",2009,2268,1316102,172.3,153.4,"NH"
"544","New Hampshire",2010,2290,1316470,174,152.7,"NH"
"545","New Hampshire",2011,2333,1318194,177,151,"NH"
"546","New Hampshire",2012,2324,1320718,176,146.1,"NH"
"547","New Hampshire",2013,2434,1323459,183.9,148.9,"NH"
"548","New Hampshire",2014,2464,1326813,185.7,147.9,"NH"
"549","New Hampshire",2015,2571,1330608,193.2,149,"NH"
"550","New Hampshire",2016,2631,1334795,197.1,151.1,"NH"
"551","New Hampshire",2017,2721,1342795,202.6,149.7,"NH"
"552","New Jersey",1999,23493,8359592,281,270.5,"NJ"
"553","New Jersey",2000,23724,8414350,281.9,269.4,"NJ"
"554","New Jersey",2001,22704,8492671,267.3,254,"NJ"
"555","New Jersey",2002,22510,8552643,263.2,248.5,"NJ"
"556","New Jersey",2003,22043,8601402,256.3,239.9,"NJ"
"557","New Jersey",2004,20560,8634561,238.1,221.8,"NJ"
"558","New Jersey",2005,20655,8651974,238.7,219.1,"NJ"
"559","New Jersey",2006,19548,8661679,225.7,203.9,"NJ"
"560","New Jersey",2007,18831,8677885,217,193,"NJ"
"561","New Jersey",2008,19056,8711090,218.8,191.6,"NJ"
"562","New Jersey",2009,18086,8755602,206.6,178.6,"NJ"
"563","New Jersey",2010,18730,8791894,213,182,"NJ"
"564","New Jersey",2011,18330,8821155,207.8,174.9,"NJ"
"565","New Jersey",2012,18340,8864590,206.9,171.5,"NJ"
"566","New Jersey",2013,18460,8899339,207.4,170.1,"NJ"
"567","New Jersey",2014,18319,8938175,205,166.3,"NJ"
"568","New Jersey",2015,18647,8958013,208.2,166.7,"NJ"
"569","New Jersey",2016,18597,8944469,207.9,164.7,"NJ"
"570","New Jersey",2017,18840,9005644,209.2,162.3,"NJ"
"571","New Mexico",1999,3452,1808082,190.9,218,"NM"
"572","New Mexico",2000,3191,1819046,175.4,196.6,"NM"
"573","New Mexico",2001,3423,1831690,186.9,204.8,"NM"
"574","New Mexico",2002,3360,1855309,181.1,196.4,"NM"
"575","New Mexico",2003,3402,1877574,181.2,194.8,"NM"
"576","New Mexico",2004,3264,1903808,171.4,183.1,"NM"
"577","New Mexico",2005,3435,1932274,177.8,186.3,"NM"
"578","New Mexico",2006,3411,1962137,173.8,179.5,"NM"
"579","New Mexico",2007,3305,1990070,166.1,167.2,"NM"
"580","New Mexico",2008,3275,2010662,162.9,161.3,"NM"
"581","New Mexico",2009,3214,2036802,157.8,153.6,"NM"
"582","New Mexico",2010,3224,2059179,156.6,151.2,"NM"
"583","New Mexico",2011,3333,2082224,160.1,150.3,"NM"
"584","New Mexico",2012,3352,2085538,160.7,147.8,"NM"
"585","New Mexico",2013,3425,2085287,164.2,147.1,"NM"
"586","New Mexico",2014,3424,2085572,164.2,143.3,"NM"
"587","New Mexico",2015,3508,2085109,168.2,142.4,"NM"
"588","New Mexico",2016,3800,2081015,182.6,150.6,"NM"
"589","New Mexico",2017,3896,2088070,186.6,151.4,"NM"
"590","New York",1999,58987,18882725,312.4,306.1,"NY"
"591","New York",2000,57474,18976457,302.9,293.8,"NY"
"592","New York",2001,56643,19082838,296.8,284.9,"NY"
"593","New York",2002,56672,19137800,296.1,281.4,"NY"
"594","New York",2003,55276,19175939,288.3,270.9,"NY"
"595","New York",2004,52480,19171567,273.7,254.6,"NY"
"596","New York",2005,51985,19132610,271.7,248.3,"NY"
"597","New York",2006,50470,19104631,264.2,238.2,"NY"
"598","New York",2007,49528,19132335,258.9,230.3,"NY"
"599","New York",2008,49324,19212436,256.7,225.8,"NY"
"600","New York",2009,47283,19307066,244.9,213.2,"NY"
"601","New York",2010,44981,19378102,232.1,199.9,"NY"
"602","New York",2011,44501,19465197,228.6,193.8,"NY"
"603","New York",2012,43795,19570261,223.8,186.5,"NY"
"604","New York",2013,44039,19651127,224.1,184.8,"NY"
"605","New York",2014,43116,19746227,218.4,178.3,"NY"
"606","New York",2015,44450,19795791,224.5,181.6,"NY"
"607","New York",2016,44076,19745289,223.2,177.8,"NY"
"608","New York",2017,44092,19849399,222.1,171.2,"NY"
"609","North Carolina",1999,19191,7949361,241.4,260.9,"NC"
"610","North Carolina",2000,19723,8049313,245,264.5,"NC"
"611","North Carolina",2001,18792,8210122,228.9,246.1,"NC"
"612","North Carolina",2002,18524,8326201,222.5,237.5,"NC"
"613","North Carolina",2003,18674,8422501,221.7,233.3,"NC"
"614","North Carolina",2004,17607,8553152,205.9,215.2,"NC"
"615","North Carolina",2005,17765,8705407,204.1,211.6,"NC"
"616","North Carolina",2006,17271,8917270,193.7,197.6,"NC"
"617","North Carolina",2007,17395,9118037,190.8,193,"NC"
"618","North Carolina",2008,17335,9309449,186.2,186.4,"NC"
"619","North Carolina",2009,17203,9449566,182.1,179.7,"NC"
"620","North Carolina",2010,17154,9535483,179.9,174.9,"NC"
"621","North Carolina",2011,17003,9656401,176.1,167.9,"NC"
"622","North Carolina",2012,17348,9752073,177.9,166.1,"NC"
"623","North Carolina",2013,17830,9848060,181.1,165.3,"NC"
"624","North Carolina",2014,17592,9943964,176.9,158.7,"NC"
"625","North Carolina",2015,18474,10042802,184,162.4,"NC"
"626","North Carolina",2016,18266,10146788,180,155.8,"NC"
"627","North Carolina",2017,18808,10273419,183.1,156.5,"NC"
"628","North Dakota",1999,1833,644259,284.5,234.2,"ND"
"629","North Dakota",2000,1679,642200,261.4,212.8,"ND"
"630","North Dakota",2001,1700,639062,266,212.3,"ND"
"631","North Dakota",2002,1623,638168,254.3,203.1,"ND"
"632","North Dakota",2003,1632,638817,255.5,201.8,"ND"
"633","North Dakota",2004,1470,644705,228,178,"ND"
"634","North Dakota",2005,1512,646089,234,181.2,"ND"
"635","North Dakota",2006,1527,649422,235.1,182,"ND"
"636","North Dakota",2007,1414,652822,216.6,165.9,"ND"
"637","North Dakota",2008,1391,657569,211.5,160.7,"ND"
"638","North Dakota",2009,1431,664968,215.2,165.8,"ND"
"639","North Dakota",2010,1395,672591,207.4,158,"ND"
"640","North Dakota",2011,1290,683932,188.6,144.6,"ND"
"641","North Dakota",2012,1368,699628,195.5,151.6,"ND"
"642","North Dakota",2013,1382,723393,191,150.7,"ND"
"643","North Dakota",2014,1381,739482,186.8,149.2,"ND"
"644","North Dakota",2015,1323,756927,174.8,142.4,"ND"
"645","North Dakota",2016,1338,757952,176.5,140.9,"ND"
"646","North Dakota",2017,1326,755393,175.5,137.8,"ND"
"647","Ohio",1999,33192,11335454,292.8,285.7,"OH"
"648","Ohio",2000,32722,11353140,288.2,279.2,"OH"
"649","Ohio",2001,32453,11387404,285,273.5,"OH"
"650","Ohio",2002,31388,11407889,275.1,261.2,"OH"
"651","Ohio",2003,30667,11434788,268.2,251.2,"OH"
"652","Ohio",2004,29078,11452251,253.9,235.8,"OH"
"653","Ohio",2005,29003,11463320,253,231.9,"OH"
"654","Ohio",2006,27886,11481213,242.9,218.5,"OH"
"655","Ohio",2007,26757,11500468,232.7,205.6,"OH"
"656","Ohio",2008,27324,11515391,237.3,206.9,"OH"
"657","Ohio",2009,25453,11528896,220.8,190,"OH"
"658","Ohio",2010,26164,11536504,226.8,192.4,"OH"
"659","Ohio",2011,26298,11544951,227.8,190,"OH"
"660","Ohio",2012,26426,11544225,228.9,187.7,"OH"
"661","Ohio",2013,26878,11570808,232.3,187.9,"OH"
"662","Ohio",2014,27000,11594163,232.9,186.4,"OH"
"663","Ohio",2015,28069,11613423,241.7,191.7,"OH"
"664","Ohio",2016,27410,11614373,236,185.1,"OH"
"665","Ohio",2017,28008,11658609,240.2,186.2,"OH"
"666","Oklahoma",1999,11263,3437147,327.7,316.1,"OK"
"667","Oklahoma",2000,11297,3450654,327.4,315,"OK"
"668","Oklahoma",2001,10840,3467100,312.7,301.6,"OK"
"669","Oklahoma",2002,11230,3489080,321.9,311.3,"OK"
"670","Oklahoma",2003,11061,3504892,315.6,304.9,"OK"
"671","Oklahoma",2004,10335,3525233,293.2,283.1,"OK"
"672","Oklahoma",2005,10043,3548597,283,272.4,"OK"
"673","Oklahoma",2006,9798,3594090,272.6,260.1,"OK"
"674","Oklahoma",2007,9602,3634349,264.2,251.1,"OK"
"675","Oklahoma",2008,9767,3668976,266.2,252,"OK"
"676","Oklahoma",2009,9202,3717572,247.5,232.6,"OK"
"677","Oklahoma",2010,9426,3751351,251.3,235.2,"OK"
"678","Oklahoma",2011,9399,3791508,247.9,228.8,"OK"
"679","Oklahoma",2012,9198,3814820,241.1,220.4,"OK"
"680","Oklahoma",2013,9721,3850568,252.5,228.5,"OK"
"681","Oklahoma",2014,9868,3878051,254.5,228.1,"OK"
"682","Oklahoma",2015,10310,3911338,263.6,234,"OK"
"683","Oklahoma",2016,10209,3923561,260.2,228.2,"OK"
"684","Oklahoma",2017,10772,3930864,274,237.2,"OK"
"685","Oregon",1999,7263,3393941,214,205.7,"OR"
"686","Oregon",2000,7094,3421399,207.3,198.1,"OR"
"687","Oregon",2001,7075,3467937,204,193.2,"OR"
"688","Oregon",2002,7262,3513424,206.7,194.2,"OR"
"689","Oregon",2003,7049,3547376,198.7,184.4,"OR"
"690","Oregon",2004,6725,3569463,188.4,172.4,"OR"
"691","Oregon",2005,6791,3613202,187.9,169.6,"OR"
"692","Oregon",2006,6620,3670883,180.3,160.9,"OR"
"693","Oregon",2007,6655,3722417,178.8,157.6,"OR"
"694","Oregon",2008,6519,3768748,173,150.8,"OR"
"695","Oregon",2009,6262,3808600,164.4,141.2,"OR"
"696","Oregon",2010,6198,3831074,161.8,137.9,"OR"
"697","Oregon",2011,6255,3871859,161.6,135.3,"OR"
"698","Oregon",2012,6180,3899353,158.5,130.3,"OR"
"699","Oregon",2013,6523,3930065,166,135.1,"OR"
"700","Oregon",2014,6524,3970239,164.3,132.1,"OR"
"701","Oregon",2015,6859,4028977,170.2,136.1,"OR"
"702","Oregon",2016,6968,4093465,170.2,135,"OR"
"703","Oregon",2017,6942,4142776,167.6,134,"OR"
"704","Pennsylvania",1999,41707,12263805,340.1,281.6,"PA"
"705","Pennsylvania",2000,40708,12281054,331.5,271.9,"PA"
"706","Pennsylvania",2001,39438,12298970,320.7,261.1,"PA"
"707","Pennsylvania",2002,38852,12331031,315.1,254.6,"PA"
"708","Pennsylvania",2003,38075,12374658,307.7,246.2,"PA"
"709","Pennsylvania",2004,36434,12410722,293.6,233.8,"PA"
"710","Pennsylvania",2005,36207,12449990,290.8,229.3,"PA"
"711","Pennsylvania",2006,33744,12510809,269.7,210.3,"PA"
"712","Pennsylvania",2007,32862,12563937,261.6,201.3,"PA"
"713","Pennsylvania",2008,33308,12612285,264.1,201.8,"PA"
"714","Pennsylvania",2009,32297,12666858,255,193.8,"PA"
"715","Pennsylvania",2010,31556,12702379,248.4,187,"PA"
"716","Pennsylvania",2011,31934,12742886,250.6,185.9,"PA"
"717","Pennsylvania",2012,30952,12763536,242.5,177.7,"PA"
"718","Pennsylvania",2013,31629,12773801,247.6,179,"PA"
"719","Pennsylvania",2014,31353,12787209,245.2,175.8,"PA"
"720","Pennsylvania",2015,32042,12802503,250.3,177.8,"PA"
"721","Pennsylvania",2016,31990,12784227,250.2,176.2,"PA"
"722","Pennsylvania",2017,32312,12805537,252.3,176,"PA"
"723","Rhode Island",1999,3008,1040402,289.1,244.1,"RI"
"724","Rhode Island",2000,3115,1048319,297.1,249.5,"RI"
"725","Rhode Island",2001,3076,1057142,291,244.3,"RI"
"726","Rhode Island",2002,3109,1065995,291.7,243.6,"RI"
"727","Rhode Island",2003,3011,1071342,281,231.9,"RI"
"728","Rhode Island",2004,2969,1074579,276.3,225.9,"RI"
"729","Rhode Island",2005,3005,1067916,281.4,226.8,"RI"
"730","Rhode Island",2006,2718,1063096,255.7,201.5,"RI"
"731","Rhode Island",2007,2751,1057315,260.2,203,"RI"
"732","Rhode Island",2008,2657,1055003,251.8,193.6,"RI"
"733","Rhode Island",2009,2411,1053646,228.8,173.8,"RI"
"734","Rhode Island",2010,2322,1052567,220.6,167.1,"RI"
"735","Rhode Island",2011,2390,1051302,227.3,167.7,"RI"
"736","Rhode Island",2012,2360,1050292,224.7,165.2,"RI"
"737","Rhode Island",2013,2364,1051511,224.8,163.4,"RI"
"738","Rhode Island",2014,2341,1055173,221.9,160.8,"RI"
"739","Rhode Island",2015,2371,1056298,224.5,160.4,"RI"
"740","Rhode Island",2016,2256,1056426,213.6,152.4,"RI"
"741","Rhode Island",2017,2339,1059639,220.7,155.7,"RI"
"742","South Carolina",1999,9981,3974682,251.1,273.4,"SC"
"743","South Carolina",2000,9893,4012012,246.6,265.8,"SC"
"744","South Carolina",2001,9471,4064995,233,248.6,"SC"
"745","South Carolina",2002,9659,4107795,235.1,249.4,"SC"
"746","South Carolina",2003,9510,4150297,229.1,240.1,"SC"
"747","South Carolina",2004,9182,4210921,218.1,225.6,"SC"
"748","South Carolina",2005,9359,4270150,219.2,223.9,"SC"
"749","South Carolina",2006,9030,4357847,207.2,206.8,"SC"
"750","South Carolina",2007,8992,4444110,202.3,199.9,"SC"
"751","South Carolina",2008,8996,4528996,198.6,193.4,"SC"
"752","South Carolina",2009,9068,4589872,197.6,189.5,"SC"
"753","South Carolina",2010,9295,4625364,201,189.9,"SC"
"754","South Carolina",2011,9295,4679230,198.6,184.5,"SC"
"755","South Carolina",2012,9364,4723723,198.2,180.2,"SC"
"756","South Carolina",2013,9648,4774839,202.1,180,"SC"
"757","South Carolina",2014,9964,4832482,206.2,181.1,"SC"
"758","South Carolina",2015,10092,4896146,206.1,177.8,"SC"
"759","South Carolina",2016,10195,4961119,205.5,173.8,"SC"
"760","South Carolina",2017,10418,5024369,207.3,172,"SC"
"761","South Dakota",1999,2024,750412,269.7,228.6,"SD"
"762","South Dakota",2000,2105,754844,278.9,234.5,"SD"
"763","South Dakota",2001,1985,757972,261.9,219.9,"SD"
"764","South Dakota",2002,1937,760020,254.9,212.1,"SD"
"765","South Dakota",2003,1943,763729,254.4,210.2,"SD"
"766","South Dakota",2004,1783,770396,231.4,189.2,"SD"
"767","South Dakota",2005,1776,775493,229,186.3,"SD"
"768","South Dakota",2006,1757,783033,224.4,180.6,"SD"
"769","South Dakota",2007,1633,791623,206.3,164.9,"SD"
"770","South Dakota",2008,1681,799124,210.4,167.4,"SD"
"771","South Dakota",2009,1778,807067,220.3,173.3,"SD"
"772","South Dakota",2010,1616,814180,198.5,155.2,"SD"
"773","South Dakota",2011,1625,824082,197.2,154,"SD"
"774","South Dakota",2012,1668,833354,200.2,155.4,"SD"
"775","South Dakota",2013,1630,844877,192.9,150.1,"SD"
"776","South Dakota",2014,1704,853175,199.7,154.6,"SD"
"777","South Dakota",2015,1711,858469,199.3,150.9,"SD"
"778","South Dakota",2016,1729,865454,199.8,153.4,"SD"
"779","South Dakota",2017,1710,869666,196.6,150.1,"SD"
"780","Tennessee",1999,16280,5638706,288.7,299,"TN"
"781","Tennessee",2000,16174,5689283,284.3,293.6,"TN"
"782","Tennessee",2001,15688,5750789,272.8,280.6,"TN"
"783","Tennessee",2002,16226,5795918,280,287.3,"TN"
"784","Tennessee",2003,15919,5847812,272.2,277.6,"TN"
"785","Tennessee",2004,15038,5910809,254.4,258.6,"TN"
"786","Tennessee",2005,14946,5991057,249.5,251.2,"TN"
"787","Tennessee",2006,14642,6088766,240.5,238,"TN"
"788","Tennessee",2007,14280,6175727,231.2,227.2,"TN"
"789","Tennessee",2008,14661,6247411,234.7,228.1,"TN"
"790","Tennessee",2009,14257,6306019,226.1,216.5,"TN"
"791","Tennessee",2010,14582,6346105,229.8,217.4,"TN"
"792","Tennessee",2011,14235,6403353,222.3,205.4,"TN"
"793","Tennessee",2012,14454,6456243,223.9,203.7,"TN"
"794","Tennessee",2013,14803,6495978,227.9,204.1,"TN"
"795","Tennessee",2014,15223,6549352,232.4,205.6,"TN"
"796","Tennessee",2015,15730,6600299,238.3,207.3,"TN"
"797","Tennessee",2016,15429,6651194,232,198.8,"TN"
"798","Tennessee",2017,16019,6715984,238.5,202.2,"TN"
"799","Texas",1999,43418,20558220,211.2,270.1,"TX"
"800","Texas",2000,43020,20851820,206.3,263.5,"TX"
"801","Texas",2001,43199,21319622,202.6,259.1,"TX"
"802","Texas",2002,43452,21690325,200.3,256.3,"TX"
"803","Texas",2003,41779,22030931,189.6,241.2,"TX"
"804","Texas",2004,40196,22394023,179.5,226.9,"TX"
"805","Texas",2005,40152,22778123,176.3,220.4,"TX"
"806","Texas",2006,38782,23359580,166,205.2,"TX"
"807","Texas",2007,38912,23831983,163.3,200.1,"TX"
"808","Texas",2008,38384,24309039,157.9,191.7,"TX"
"809","Texas",2009,38077,24801761,153.5,184.1,"TX"
"810","Texas",2010,38253,25145561,152.1,181.1,"TX"
"811","Texas",2011,38094,25674681,148.4,172.5,"TX"
"812","Texas",2012,39061,26059203,149.9,171.3,"TX"
"813","Texas",2013,40203,26448193,152,170.7,"TX"
"814","Texas",2014,41479,26956958,153.9,169.9,"TX"
"815","Texas",2015,43298,27469114,157.6,171.6,"TX"
"816","Texas",2016,43772,27862596,157.1,167.7,"TX"
"817","Texas",2017,45346,28304596,160.2,169.2,"TX"
"818","Utah",1999,2786,2203482,126.4,190.1,"UT"
"819","Utah",2000,2909,2233169,130.3,194,"UT"
"820","Utah",2001,2896,2283715,126.8,187.7,"UT"
"821","Utah",2002,2977,2324815,128.1,188.5,"UT"
"822","Utah",2003,3018,2360137,127.9,187.4,"UT"
"823","Utah",2004,2942,2401580,122.5,178.1,"UT"
"824","Utah",2005,2872,2457719,116.9,167.9,"UT"
"825","Utah",2006,2932,2525507,116.1,163.7,"UT"
"826","Utah",2007,2980,2597746,114.7,161,"UT"
"827","Utah",2008,2844,2663029,106.8,148.7,"UT"
"828","Utah",2009,2813,2723421,103.3,142.2,"UT"
"829","Utah",2010,2889,2763885,104.5,143.2,"UT"
"830","Utah",2011,3036,2817222,107.8,144.4,"UT"
"831","Utah",2012,3091,2855287,108.3,142.4,"UT"
"832","Utah",2013,3323,2900872,114.6,149,"UT"
"833","Utah",2014,3431,2942902,116.6,151,"UT"
"834","Utah",2015,3598,2995919,120.1,152.9,"UT"
"835","Utah",2016,3636,3051217,119.2,150,"UT"
"836","Utah",2017,3749,3101833,120.9,150.2,"UT"
"837","Vermont",1999,1342,604683,221.9,217.4,"VT"
"838","Vermont",2000,1438,608827,236.2,229.4,"VT"
"839","Vermont",2001,1429,612223,233.4,224.1,"VT"
"840","Vermont",2002,1370,615442,222.6,212,"VT"
"841","Vermont",2003,1349,617858,218.3,204,"VT"
"842","Vermont",2004,1289,619920,207.9,192.3,"VT"
"843","Vermont",2005,1234,621215,198.6,180.5,"VT"
"844","Vermont",2006,1244,622892,199.7,177.2,"VT"
"845","Vermont",2007,1166,623481,187,162.4,"VT"
"846","Vermont",2008,1216,624151,194.8,166.2,"VT"
"847","Vermont",2009,1171,624817,187.4,156.1,"VT"
"848","Vermont",2010,1172,625741,187.3,153.6,"VT"
"849","Vermont",2011,1187,626431,189.5,151.7,"VT"
"850","Vermont",2012,1206,626011,192.6,150.6,"VT"
"851","Vermont",2013,1220,626630,194.7,149.6,"VT"
"852","Vermont",2014,1311,626562,209.2,156.6,"VT"
"853","Vermont",2015,1311,626042,209.4,152.5,"VT"
"854","Vermont",2016,1366,624594,218.7,158.8,"VT"
"855","Vermont",2017,1332,623657,213.6,152.5,"VT"
"856","Virginia",1999,15329,7000174,219,250.9,"VA"
"857","Virginia",2000,15264,7078515,215.6,245.5,"VA"
"858","Virginia",2001,14913,7198362,207.2,234.5,"VA"
"859","Virginia",2002,14952,7286873,205.2,230,"VA"
"860","Virginia",2003,14756,7366977,200.3,222.1,"VA"
"861","Virginia",2004,14284,7475575,191.1,210.4,"VA"
"862","Virginia",2005,14192,7577105,187.3,203,"VA"
"863","Virginia",2006,14021,7673725,182.7,195.1,"VA"
"864","Virginia",2007,13750,7751000,177.4,186.7,"VA"
"865","Virginia",2008,13675,7833496,174.6,180.6,"VA"
"866","Virginia",2009,13397,7925937,169,172,"VA"
"867","Virginia",2010,13404,8001024,167.5,168.5,"VA"
"868","Virginia",2011,13272,8096604,163.9,162.2,"VA"
"869","Virginia",2012,13386,8185867,163.5,158.6,"VA"
"870","Virginia",2013,13663,8260405,165.4,157.2,"VA"
"871","Virginia",2014,13874,8326289,166.6,156.1,"VA"
"872","Virginia",2015,14077,8382993,167.9,154.2,"VA"
"873","Virginia",2016,14124,8411808,167.9,150.7,"VA"
"874","Virginia",2017,14861,8470020,175.5,154.5,"VA"
"875","Washington",1999,11515,5842564,197.1,215.7,"WA"
"876","Washington",2000,11370,5894121,192.9,209.7,"WA"
"877","Washington",2001,11281,5985722,188.5,203.3,"WA"
"878","Washington",2002,11141,6052349,184.1,196.4,"WA"
"879","Washington",2003,11185,6104115,183.2,192.8,"WA"
"880","Washington",2004,10644,6178645,172.3,179.3,"WA"
"881","Washington",2005,10985,6257305,175.6,180.5,"WA"
"882","Washington",2006,10604,6370753,166.4,168.4,"WA"
"883","Washington",2007,11037,6461587,170.8,170.1,"WA"
"884","Washington",2008,10916,6562231,166.3,164,"WA"
"885","Washington",2009,10561,6667426,158.4,153.9,"WA"
"886","Washington",2010,10602,6724540,157.7,151.5,"WA"
"887","Washington",2011,10439,6830038,152.8,143.8,"WA"
"888","Washington",2012,10360,6897012,150.2,139.3,"WA"
"889","Washington",2013,10524,6971406,151,138.2,"WA"
"890","Washington",2014,10710,7061530,151.7,137.2,"WA"
"891","Washington",2015,11025,7170351,153.8,137.6,"WA"
"892","Washington",2016,11161,7288000,153.1,136.1,"WA"
"893","Washington",2017,11582,7405743,156.4,138.8,"WA"
"894","West Virginia",1999,6822,1811799,376.5,325.5,"WV"
"895","West Virginia",2000,6435,1808344,355.9,305,"WV"
"896","West Virginia",2001,6325,1801481,351.1,298.8,"WV"
"897","West Virginia",2002,6189,1805414,342.8,291.2,"WV"
"898","West Virginia",2003,6186,1812295,341.3,288.1,"WV"
"899","West Virginia",2004,5674,1816438,312.4,263.6,"WV"
"900","West Virginia",2005,5538,1820492,304.2,253.6,"WV"
"901","West Virginia",2006,5311,1827912,290.6,240.5,"WV"
"902","West Virginia",2007,5208,1834052,284,232.5,"WV"
"903","West Virginia",2008,5264,1840310,286,232.5,"WV"
"904","West Virginia",2009,5038,1847775,272.7,219.6,"WV"
"905","West Virginia",2010,4897,1852994,264.3,211.2,"WV"
"906","West Virginia",2011,4914,1855364,264.9,210.1,"WV"
"907","West Virginia",2012,4942,1855413,266.4,208.1,"WV"
"908","West Virginia",2013,4666,1854304,251.6,193.7,"WV"
"909","West Virginia",2014,4692,1850326,253.6,192.9,"WV"
"910","West Virginia",2015,4727,1844128,256.3,191.3,"WV"
"911","West Virginia",2016,4767,1831102,260.3,191,"WV"
"912","West Virginia",2017,4849,1815857,267,192,"WV"
"913","Wisconsin",1999,13827,5332666,259.3,243.7,"WI"
"914","Wisconsin",2000,13601,5363675,253.6,237.3,"WI"
"915","Wisconsin",2001,13023,5406835,240.9,224.3,"WI"
"916","Wisconsin",2002,12923,5445162,237.3,218.7,"WI"
"917","Wisconsin",2003,12479,5479203,227.8,207.9,"WI"
"918","Wisconsin",2004,11909,5514026,216,195.4,"WI"
"919","Wisconsin",2005,11842,5546166,213.5,190.6,"WI"
"920","Wisconsin",2006,11451,5577655,205.3,181.1,"WI"
"921","Wisconsin",2007,11110,5610775,198,172.7,"WI"
"922","Wisconsin",2008,11275,5640996,199.9,172.2,"WI"
"923","Wisconsin",2009,10834,5669264,191.1,163.1,"WI"
"924","Wisconsin",2010,11115,5686986,195.4,165.1,"WI"
"925","Wisconsin",2011,11266,5711767,197.2,163.8,"WI"
"926","Wisconsin",2012,11282,5726398,197,160.7,"WI"
"927","Wisconsin",2013,11362,5742713,197.9,159.3,"WI"
"928","Wisconsin",2014,11229,5757564,195,155.1,"WI"
"929","Wisconsin",2015,11473,5771337,198.8,156,"WI"
"930","Wisconsin",2016,11526,5778708,199.5,154.9,"WI"
"931","Wisconsin",2017,11860,5795483,204.6,157.6,"WI"
"932","Wyoming",1999,1009,491780,205.2,227.8,"WY"
"933","Wyoming",2000,992,493782,200.9,217.4,"WY"
"934","Wyoming",2001,985,494657,199.1,211.9,"WY"
"935","Wyoming",2002,1005,500017,201,214.5,"WY"
"936","Wyoming",2003,975,503453,193.7,202.1,"WY"
"937","Wyoming",2004,950,509106,186.6,192.5,"WY"
"938","Wyoming",2005,952,514157,185.2,188.3,"WY"
"939","Wyoming",2006,994,522667,190.2,192.9,"WY"
"940","Wyoming",2007,957,534876,178.9,180.4,"WY"
"941","Wyoming",2008,937,546043,171.6,171.9,"WY"
"942","Wyoming",2009,964,559851,172.2,172.1,"WY"
"943","Wyoming",2010,962,563626,170.7,169.8,"WY"
"944","Wyoming",2011,926,568158,163,158.9,"WY"
"945","Wyoming",2012,1005,576412,174.4,167.2,"WY"
"946","Wyoming",2013,939,582658,161.2,152.4,"WY"
"947","Wyoming",2014,1035,584153,177.2,162.2,"WY"
"948","Wyoming",2015,1030,586107,175.7,159.4,"WY"
"949","Wyoming",2016,1051,585501,179.5,157.8,"WY"
"950","Wyoming",2017,1001,579315,172.8,148.9,"WY"
